pe_cycles,temperature,retention_days,wear_level,rber,ecc_correction_rate,ldpc_avg_iterations,is_metadata,voltage_shift,health_class
1123.6203565420874,70.21148570082285,102.43941464414661,0.38688845851750225,9.323816363203794e-07,0.0,7.791157199630954,0,0.08901856975612477,1
2852.1429192297487,44.966306973643185,58.63528928846319,0.9630066459667447,3.0012399697760163e-05,35.565305168515685,18.04868473004159,0,0.22139366398815236,2
2195.9818254342154,32.729967228873804,189.60723943878776,0.7277686287165651,8.092020870979483e-06,0.0,16.0463118202629,0,0.18747066009321184,2
1795.9754525911098,46.845280102901334,140.9431514123438,0.5959703780796108,3.6248370039863035e-06,0.0,13.869885923366756,0,0.12517128517058537,1
468.05592132730953,36.74199047698948,9.831462232318948,0.15739491907951736,2.526289519920724e-07,0.0,4.8514271607115935,1,0.026907857131260222,3
467.9835610086079,35.74904835065398,2.6090805917754674,0.17000498541614947,2.6277585206559255e-07,0.0,4.809090776941143,0,0.01941555448259867,0
174.2508365045984,51.49776100907314,30.55907906900226,0.052534601977313126,1.288737791158516e-07,2.2075637328627007,1.834879286224743,0,0.023232866074212506,0
2598.5284373248055,25.0,44.29865003969064,0.8586320133291281,1.8073834350063216e-05,19.85537543019745,17.499590151088388,0,0.18112880099476894,2
1803.3450352296263,25.0,43.48701641514718,0.6080717804267803,3.67467260040706e-06,5.217150206892656,11.180275360827068,0,0.1073877354429084,1
2124.2177333881364,45.28936320560914,8.639654632688396,0.7201651251345421,6.996899999510738e-06,13.118523319976681,13.35296411007787,0,0.1492032497431253,2
61.753482887407344,44.66537191631353,7.999365925351876,0.020056587353636874,1.155137030382532e-07,0.0,3.0742809745627975,0,0.008570978780727267,0
2909.729556485983,50.15331865559904,2.8796564725072225,0.9766142512400137,3.368958704267739e-05,35.52635956220231,19.20135897058912,0,0.2121016347533778,2
2497.3279224012654,73.12838082725082,114.17215926359935,0.8335671084411621,1.4765337819412635e-05,6.418605251117585,17.053207787651697,0,0.20431157557114257,2
637.0173320348284,46.567710541137316,177.09619226084106,0.20982666461723093,3.518733332377531e-07,5.15439049286266,3.352674610230788,0,0.0683302726558659,0
545.4749016213019,53.97258225502192,7.3765180702745194,0.17353218522224212,3.0968222102938057e-07,0.0,4.409005648936622,0,0.02925133348952857,0
550.2135295603015,30.36700596578052,14.38095180060415,0.17186591083896433,3.066985579050789e-07,0.0,4.3851126803817015,0,0.024598209445712334,0
912.7267288786131,56.51906495274805,5.649600882375834,0.2980945823418326,6.011443308308591e-07,0.0,7.8461088208193726,0,0.05314904978365764,1
1574.2692948967135,37.10413702333983,125.97971836518438,0.5149958397735526,2.33857825670744e-06,1.840830645503003,11.703950652097104,0,0.10414113682849721,1
1295.8350559263472,46.071312488716394,191.2262560287441,0.43477984397271,1.3358543985791765e-06,0.0,9.98261853052974,0,0.10477604490597532,1
873.6874205941258,43.367270623962575,18.21215106384847,0.3034045978722098,5.736228222897979e-07,0.0,6.843671121100816,0,0.05453802579663231,1
1835.5586841671384,60.49461352371046,21.70847111104458,0.6138929882360885,3.9414832175828305e-06,10.142440818358432,13.641857072030625,0,0.1173041969174866,1
418.4815819561255,25.350351684375006,27.028032540459076,0.13028682725517512,2.2889121949320384e-07,0.0,3.373246265012164,0,0.02104518179723544,0
876.4339456056545,25.0,41.88521277424349,0.30069841934547775,5.860544840221669e-07,0.0,6.529054184950155,0,0.056042564618112876,1
1099.0855298810752,41.798509543681135,68.82927397772814,0.36933065825468886,9.13626133089399e-07,0.0,9.49293737797819,0,0.08122444813086431,1
1368.2099526511079,52.02796885357686,42.11802772264658,0.4610182444241538,1.5437861032414792e-06,4.165969591635367,9.789716471683812,0,0.07667376032535334,1
2355.527884179041,47.2840406371125,180.95803562996727,0.77998228428219,1.1121420358787733e-05,8.656645591327322,16.66348289436179,1,0.16613036833249617,3
599.0213464750792,63.48306356120867,6.314528594613597,0.21100754788154466,3.38302538065834e-07,5.667757953784909,4.732324728757591,0,0.038434688159680125,0
1542.7033152408349,51.560590112695024,96.14938013154253,0.5255170953954011,2.1922608704030834e-06,11.564897975921335,10.85620557950738,0,0.1077392278052819,1
1777.2437065861275,36.5422750221021,24.431473993532034,0.5905738974154581,3.505882444345089e-06,11.68580881976233,13.008606484414221,0,0.10312339388479402,1
139.3512381599932,25.0,28.445295656742996,0.05363493118602697,1.216974248536157e-07,1.3874556430623262,3.400591299197913,0,0.005940528359639572,0
